Tdiv	N1	N2	Nadm	s	Fonset	Tonset	admrate	Tadm	SELCOEFF	PP1N1	PP2N2	TONSET1	TSPLIT1	TSPLIT2	TONSET2	TSAMPLE	ALPHA1	ALPHA2
1000	10000	10000	1000	0.05	0.25	176	0.35	90	0.5	1000	1000	4092	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.05	0.25	176	0.35	90	0.5	1000	1000	4142	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.05	0.25	176	0.35	90	0.5	1000	1000	4192	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.05	0.25	130	0.35	90	0.5	100	100	4047	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.05	0.25	130	0.35	90	0.5	100	100	4097	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.05	0.25	130	0.35	90	0.5	100	100	4147	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.05	0.25	130	0.35	90	0.5	100	100	4197	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.05	0.25	176	0.35	90	0.5	1000	100	4042	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.05	0.25	176	0.35	90	0.5	1000	100	4092	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.05	0.25	176	0.35	90	0.5	1000	100	4142	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.05	0.25	176	0.35	90	0.5	1000	100	4192	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.05	0.25	130	0.35	90	0.5	100	1000	4047	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.05	0.25	130	0.35	90	0.5	100	1000	4097	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.05	0.25	130	0.35	90	0.5	100	1000	4147	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.05	0.25	130	0.35	90	0.5	100	1000	4197	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.05	0.25	176	0.35	90	0.5	1000	1000	4042	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.05	0.25	176	0.35	90	0.5	1000	1000	4092	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.05	0.25	176	0.35	90	0.5	1000	1000	4142	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.05	0.25	176	0.35	90	0.5	1000	1000	4192	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.1	0.25	65	0.35	90	1	100	100	4053	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.1	0.25	65	0.35	90	1	100	100	4103	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.1	0.25	65	0.35	90	1	100	100	4153	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.1	0.25	65	0.35	90	1	100	100	4203	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.1	0.25	88	0.35	90	1	1000	100	4051	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.1	0.25	88	0.35	90	1	1000	100	4101	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.1	0.25	88	0.35	90	1	1000	100	4151	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.1	0.25	88	0.35	90	1	1000	100	4201	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.1	0.25	65	0.35	90	1	100	1000	4053	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.1	0.25	65	0.35	90	1	100	1000	4103	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.1	0.25	65	0.35	90	1	100	1000	4153	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.1	0.25	65	0.35	90	1	100	1000	4203	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.1	0.25	88	0.35	90	1	1000	1000	4051	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	1000	0.1	0.25	88	0.35	90	1	1000	1000	4101	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.1	0.25	88	0.35	90	1	1000	1000	4151	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.1	0.25	88	0.35	90	1	1000	1000	4201	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.1	0.25	65	0.35	90	1	100	100	4053	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.1	0.25	65	0.35	90	1	100	100	4103	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.1	0.25	65	0.35	90	1	100	100	4153	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.1	0.25	65	0.35	90	1	100	100	4203	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.1	0.25	88	0.35	90	1	1000	100	4051	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.1	0.25	88	0.35	90	1	1000	100	4101	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.1	0.25	88	0.35	90	1	1000	100	4151	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.1	0.25	88	0.35	90	1	1000	100	4201	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.1	0.25	65	0.35	90	1	100	1000	4053	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.1	0.25	65	0.35	90	1	100	1000	4103	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.1	0.25	65	0.35	90	1	100	1000	4153	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.1	0.25	65	0.35	90	1	100	1000	4203	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.1	0.25	88	0.35	90	1	1000	1000	4051	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.1	0.25	88	0.35	90	1	1000	1000	4101	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.1	0.25	88	0.35	90	1	1000	1000	4151	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.1	0.25	88	0.35	90	1	1000	1000	4201	4200	4201	4202	4210	0.35	0.65
1000	1000	1000	1000	0.01	0.5	760	0.35	90	0.1	100	100	4034	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.01	0.5	760	0.35	90	0.1	100	100	4084	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.01	0.5	760	0.35	90	0.1	100	100	4134	4200	4201	4202	4210	0.35	0.65
1000	10000	1000	1000	0.01	0.5	990	0.35	90	0.1	1000	100	4011	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.01	0.5	990	0.35	90	0.1	1000	100	4061	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.01	0.5	990	0.35	90	0.1	1000	100	4111	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	1000	0.01	0.5	760	0.35	90	0.1	100	1000	4034	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.01	0.5	760	0.35	90	0.1	100	1000	4084	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.01	0.5	760	0.35	90	0.1	100	1000	4134	4200	4201	4202	4210	0.35	0.65
1000	10000	10000	1000	0.01	0.5	990	0.35	90	0.1	1000	1000	4011	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.01	0.5	990	0.35	90	0.1	1000	1000	4061	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.01	0.5	990	0.35	90	0.1	1000	1000	4111	4200	4201	4202	4210	0.35	0.65
1000	1000	1000	10000	0.01	0.5	760	0.35	90	0.1	100	100	4034	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.01	0.5	760	0.35	90	0.1	100	100	4084	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.01	0.5	760	0.35	90	0.1	100	100	4134	4200	4201	4202	4210	0.35	0.65
1000	10000	1000	10000	0.01	0.5	990	0.35	90	0.1	1000	100	4011	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.01	0.5	990	0.35	90	0.1	1000	100	4061	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.01	0.5	990	0.35	90	0.1	1000	100	4111	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	10000	0.01	0.5	760	0.35	90	0.1	100	1000	4034	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.01	0.5	760	0.35	90	0.1	100	1000	4084	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.01	0.5	760	0.35	90	0.1	100	1000	4134	4200	4201	4202	4210	0.35	0.65
1000	10000	10000	10000	0.01	0.5	990	0.35	90	0.1	1000	1000	4011	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.01	0.5	990	0.35	90	0.1	1000	1000	4061	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.01	0.5	990	0.35	90	0.1	1000	1000	4111	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.05	0.5	152	0.35	90	0.5	100	100	4045	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.05	0.5	152	0.35	90	0.5	100	100	4095	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.05	0.5	152	0.35	90	0.5	100	100	4145	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.05	0.5	152	0.35	90	0.5	100	100	4195	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.05	0.5	198	0.35	90	0.5	1000	100	4040	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.05	0.5	198	0.35	90	0.5	1000	100	4090	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.05	0.5	198	0.35	90	0.5	1000	100	4140	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.05	0.5	198	0.35	90	0.5	1000	100	4190	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.05	0.5	152	0.35	90	0.5	100	1000	4045	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.05	0.5	152	0.35	90	0.5	100	1000	4095	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.05	0.5	152	0.35	90	0.5	100	1000	4145	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.05	0.5	152	0.35	90	0.5	100	1000	4195	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.05	0.5	198	0.35	90	0.5	1000	1000	4040	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	1000	0.05	0.5	198	0.35	90	0.5	1000	1000	4090	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.05	0.5	198	0.35	90	0.5	1000	1000	4140	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.05	0.5	198	0.35	90	0.5	1000	1000	4190	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.05	0.5	152	0.35	90	0.5	100	100	4045	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.05	0.5	152	0.35	90	0.5	100	100	4095	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.05	0.5	152	0.35	90	0.5	100	100	4145	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.05	0.5	152	0.35	90	0.5	100	100	4195	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.05	0.5	198	0.35	90	0.5	1000	100	4040	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.05	0.5	198	0.35	90	0.5	1000	100	4090	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.05	0.5	198	0.35	90	0.5	1000	100	4140	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.05	0.5	198	0.35	90	0.5	1000	100	4190	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.05	0.5	152	0.35	90	0.5	100	1000	4045	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.05	0.5	152	0.35	90	0.5	100	1000	4095	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.05	0.5	152	0.35	90	0.5	100	1000	4145	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.05	0.5	152	0.35	90	0.5	100	1000	4195	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.05	0.5	198	0.35	90	0.5	1000	1000	4040	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.05	0.5	198	0.35	90	0.5	1000	1000	4090	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.05	0.5	198	0.35	90	0.5	1000	1000	4140	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.05	0.5	198	0.35	90	0.5	1000	1000	4190	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.1	0.5	76	0.35	90	1	100	100	4052	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.1	0.5	76	0.35	90	1	100	100	4102	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.1	0.5	76	0.35	90	1	100	100	4152	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.1	0.5	76	0.35	90	1	100	100	4202	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.1	0.5	99	0.35	90	1	1000	100	4050	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.1	0.5	99	0.35	90	1	1000	100	4100	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.1	0.5	99	0.35	90	1	1000	100	4150	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.1	0.5	99	0.35	90	1	1000	100	4200	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.1	0.5	76	0.35	90	1	100	1000	4052	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.1	0.5	76	0.35	90	1	100	1000	4102	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.1	0.5	76	0.35	90	1	100	1000	4152	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.1	0.5	76	0.35	90	1	100	1000	4202	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.1	0.5	99	0.35	90	1	1000	1000	4050	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	1000	0.1	0.5	99	0.35	90	1	1000	1000	4100	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.1	0.5	99	0.35	90	1	1000	1000	4150	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.1	0.5	99	0.35	90	1	1000	1000	4200	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.1	0.5	76	0.35	90	1	100	100	4052	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.1	0.5	76	0.35	90	1	100	100	4102	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.1	0.5	76	0.35	90	1	100	100	4152	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.1	0.5	76	0.35	90	1	100	100	4202	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.1	0.5	99	0.35	90	1	1000	100	4050	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.1	0.5	99	0.35	90	1	1000	100	4100	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.1	0.5	99	0.35	90	1	1000	100	4150	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.1	0.5	99	0.35	90	1	1000	100	4200	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.1	0.5	76	0.35	90	1	100	1000	4052	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.1	0.5	76	0.35	90	1	100	1000	4102	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.1	0.5	76	0.35	90	1	100	1000	4152	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.1	0.5	76	0.35	90	1	100	1000	4202	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.1	0.5	99	0.35	90	1	1000	1000	4050	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.1	0.5	99	0.35	90	1	1000	1000	4100	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.1	0.5	99	0.35	90	1	1000	1000	4150	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.1	0.5	99	0.35	90	1	1000	1000	4200	4200	4201	4202	4210	0.35	0.65
1000	1000	1000	1000	0.01	0.75	870	0.35	90	0.1	100	100	4023	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.01	0.75	870	0.35	90	0.1	100	100	4073	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.01	0.75	870	0.35	90	0.1	100	100	4123	4200	4201	4202	4210	0.35	0.65
1500	10000	1000	1000	0.01	0.75	1100	0.35	90	0.1	1000	100	4050	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.01	0.75	1100	0.35	90	0.1	1000	100	4100	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	1000	0.01	0.75	870	0.35	90	0.1	100	1000	4023	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.01	0.75	870	0.35	90	0.1	100	1000	4073	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.01	0.75	870	0.35	90	0.1	100	1000	4123	4200	4201	4202	4210	0.35	0.65
1500	10000	10000	1000	0.01	0.75	1100	0.35	90	0.1	1000	1000	4050	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.01	0.75	1100	0.35	90	0.1	1000	1000	4100	4200	4201	4202	4210	0.35	0.65
1000	1000	1000	10000	0.01	0.75	870	0.35	90	0.1	100	100	4023	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.01	0.75	870	0.35	90	0.1	100	100	4073	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.01	0.75	870	0.35	90	0.1	100	100	4123	4200	4201	4202	4210	0.35	0.65
1500	10000	1000	10000	0.01	0.75	1100	0.35	90	0.1	1000	100	4050	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.01	0.75	1100	0.35	90	0.1	1000	100	4100	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	10000	0.01	0.75	870	0.35	90	0.1	100	1000	4023	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.01	0.75	870	0.35	90	0.1	100	1000	4073	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.01	0.75	870	0.35	90	0.1	100	1000	4123	4200	4201	4202	4210	0.35	0.65
1500	10000	10000	10000	0.01	0.75	1100	0.35	90	0.1	1000	1000	4050	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.01	0.75	1100	0.35	90	0.1	1000	1000	4100	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.05	0.75	174	0.35	90	0.5	100	100	4043	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.05	0.75	174	0.35	90	0.5	100	100	4093	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.05	0.75	174	0.35	90	0.5	100	100	4143	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.05	0.75	174	0.35	90	0.5	100	100	4193	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.05	0.75	220	0.35	90	0.5	1000	100	4038	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.05	0.75	220	0.35	90	0.5	1000	100	4088	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.05	0.75	220	0.35	90	0.5	1000	100	4138	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.05	0.75	220	0.35	90	0.5	1000	100	4188	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.05	0.75	174	0.35	90	0.5	100	1000	4043	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.05	0.75	174	0.35	90	0.5	100	1000	4093	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.05	0.75	174	0.35	90	0.5	100	1000	4143	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.05	0.75	174	0.35	90	0.5	100	1000	4193	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.05	0.75	220	0.35	90	0.5	1000	1000	4038	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	1000	0.05	0.75	220	0.35	90	0.5	1000	1000	4088	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.05	0.75	220	0.35	90	0.5	1000	1000	4138	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.05	0.75	220	0.35	90	0.5	1000	1000	4188	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.05	0.75	174	0.35	90	0.5	100	100	4043	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.05	0.75	174	0.35	90	0.5	100	100	4093	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.05	0.75	174	0.35	90	0.5	100	100	4143	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.05	0.75	174	0.35	90	0.5	100	100	4193	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.05	0.75	220	0.35	90	0.5	1000	100	4038	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.05	0.75	220	0.35	90	0.5	1000	100	4088	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.05	0.75	220	0.35	90	0.5	1000	100	4138	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.05	0.75	220	0.35	90	0.5	1000	100	4188	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.05	0.75	174	0.35	90	0.5	100	1000	4043	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.05	0.75	174	0.35	90	0.5	100	1000	4093	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.05	0.75	174	0.35	90	0.5	100	1000	4143	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.05	0.75	174	0.35	90	0.5	100	1000	4193	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.05	0.75	220	0.35	90	0.5	1000	1000	4038	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.05	0.75	220	0.35	90	0.5	1000	1000	4088	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.05	0.75	220	0.35	90	0.5	1000	1000	4138	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.05	0.75	220	0.35	90	0.5	1000	1000	4188	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.1	0.75	87	0.35	90	1	100	100	4051	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.1	0.75	87	0.35	90	1	100	100	4101	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.1	0.75	87	0.35	90	1	100	100	4151	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.1	0.75	87	0.35	90	1	100	100	4201	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.1	0.75	110	0.35	90	1	1000	100	4049	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.1	0.75	110	0.35	90	1	1000	100	4099	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.1	0.75	110	0.35	90	1	1000	100	4149	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.1	0.75	110	0.35	90	1	1000	100	4199	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.1	0.75	87	0.35	90	1	100	1000	4051	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.1	0.75	87	0.35	90	1	100	1000	4101	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.1	0.75	87	0.35	90	1	100	1000	4151	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.1	0.75	87	0.35	90	1	100	1000	4201	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.1	0.75	110	0.35	90	1	1000	1000	4049	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	1000	0.1	0.75	110	0.35	90	1	1000	1000	4099	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.1	0.75	110	0.35	90	1	1000	1000	4149	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.1	0.75	110	0.35	90	1	1000	1000	4199	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.1	0.75	87	0.35	90	1	100	100	4051	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.1	0.75	87	0.35	90	1	100	100	4101	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.1	0.75	87	0.35	90	1	100	100	4151	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.1	0.75	87	0.35	90	1	100	100	4201	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.1	0.75	110	0.35	90	1	1000	100	4049	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.1	0.75	110	0.35	90	1	1000	100	4099	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.1	0.75	110	0.35	90	1	1000	100	4149	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.1	0.75	110	0.35	90	1	1000	100	4199	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.1	0.75	87	0.35	90	1	100	1000	4051	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.1	0.75	87	0.35	90	1	100	1000	4101	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.1	0.75	87	0.35	90	1	100	1000	4151	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.1	0.75	87	0.35	90	1	100	1000	4201	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.1	0.75	110	0.35	90	1	1000	1000	4049	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.1	0.75	110	0.35	90	1	1000	1000	4099	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.1	0.75	110	0.35	90	1	1000	1000	4149	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.1	0.75	110	0.35	90	1	1000	1000	4199	4200	4201	4202	4210	0.35	0.65
1500	1000	1000	1000	0.01	0.99	1220	0.35	90	0.1	100	100	4038	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.01	0.99	1220	0.35	90	0.1	100	100	4088	4200	4201	4202	4210	0.35	0.65
1500	10000	1000	1000	0.01	0.99	1450	0.35	90	0.1	1000	100	4015	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.01	0.99	1450	0.35	90	0.1	1000	100	4065	4200	4201	4202	4210	0.35	0.65
1500	1000	10000	1000	0.01	0.99	1220	0.35	90	0.1	100	1000	4038	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.01	0.99	1220	0.35	90	0.1	100	1000	4088	4200	4201	4202	4210	0.35	0.65
1500	10000	10000	1000	0.01	0.99	1450	0.35	90	0.1	1000	1000	4015	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.01	0.99	1450	0.35	90	0.1	1000	1000	4065	4200	4201	4202	4210	0.35	0.65
1500	1000	1000	10000	0.01	0.99	1220	0.35	90	0.1	100	100	4038	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.01	0.99	1220	0.35	90	0.1	100	100	4088	4200	4201	4202	4210	0.35	0.65
1500	10000	1000	10000	0.01	0.99	1450	0.35	90	0.1	1000	100	4015	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.01	0.99	1450	0.35	90	0.1	1000	100	4065	4200	4201	4202	4210	0.35	0.65
