Tdiv	N1	N2	Nadm	s	Fonset	Tonset	admrate	Tadm	SELCOEFF	PP1N1	PP2N2	TONSET1	TSPLIT1	TSPLIT2	TONSET2	TSAMPLE	ALPHA1	ALPHA2
1500	1000	1000	1000	0.1	0.75	87	0.35	80	1	100	100	4150	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	1000	0.1	0.75	87	0.35	80	1	100	100	4200	4200	4201	4202	4209	0.35	0.65
500	10000	1000	1000	0.1	0.75	110	0.35	80	1	1000	100	4048	4050	4051	4052	4059	0.35	0.65
1000	10000	1000	1000	0.1	0.75	110	0.35	80	1	1000	100	4098	4100	4101	4102	4109	0.35	0.65
1500	10000	1000	1000	0.1	0.75	110	0.35	80	1	1000	100	4148	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	1000	0.1	0.75	110	0.35	80	1	1000	100	4198	4200	4201	4202	4209	0.35	0.65
500	1000	10000	1000	0.1	0.75	87	0.35	80	1	100	1000	4050	4050	4051	4052	4059	0.35	0.65
1000	1000	10000	1000	0.1	0.75	87	0.35	80	1	100	1000	4100	4100	4101	4102	4109	0.35	0.65
1500	1000	10000	1000	0.1	0.75	87	0.35	80	1	100	1000	4150	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	1000	0.1	0.75	87	0.35	80	1	100	1000	4200	4200	4201	4202	4209	0.35	0.65
500	10000	10000	1000	0.1	0.75	110	0.35	80	1	1000	1000	4048	4050	4051	4052	4059	0.35	0.65
1000	10000	10000	1000	0.1	0.75	110	0.35	80	1	1000	1000	4098	4100	4101	4102	4109	0.35	0.65
1500	10000	10000	1000	0.1	0.75	110	0.35	80	1	1000	1000	4148	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	1000	0.1	0.75	110	0.35	80	1	1000	1000	4198	4200	4201	4202	4209	0.35	0.65
500	1000	1000	10000	0.1	0.75	87	0.35	80	1	100	100	4050	4050	4051	4052	4059	0.35	0.65
1000	1000	1000	10000	0.1	0.75	87	0.35	80	1	100	100	4100	4100	4101	4102	4109	0.35	0.65
1500	1000	1000	10000	0.1	0.75	87	0.35	80	1	100	100	4150	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	10000	0.1	0.75	87	0.35	80	1	100	100	4200	4200	4201	4202	4209	0.35	0.65
500	10000	1000	10000	0.1	0.75	110	0.35	80	1	1000	100	4048	4050	4051	4052	4059	0.35	0.65
1000	10000	1000	10000	0.1	0.75	110	0.35	80	1	1000	100	4098	4100	4101	4102	4109	0.35	0.65
1500	10000	1000	10000	0.1	0.75	110	0.35	80	1	1000	100	4148	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	10000	0.1	0.75	110	0.35	80	1	1000	100	4198	4200	4201	4202	4209	0.35	0.65
500	1000	10000	10000	0.1	0.75	87	0.35	80	1	100	1000	4050	4050	4051	4052	4059	0.35	0.65
1000	1000	10000	10000	0.1	0.75	87	0.35	80	1	100	1000	4100	4100	4101	4102	4109	0.35	0.65
1500	1000	10000	10000	0.1	0.75	87	0.35	80	1	100	1000	4150	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	10000	0.1	0.75	87	0.35	80	1	100	1000	4200	4200	4201	4202	4209	0.35	0.65
500	10000	10000	10000	0.1	0.75	110	0.35	80	1	1000	1000	4048	4050	4051	4052	4059	0.35	0.65
1000	10000	10000	10000	0.1	0.75	110	0.35	80	1	1000	1000	4098	4100	4101	4102	4109	0.35	0.65
1500	10000	10000	10000	0.1	0.75	110	0.35	80	1	1000	1000	4148	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	10000	0.1	0.75	110	0.35	80	1	1000	1000	4198	4200	4201	4202	4209	0.35	0.65
1500	1000	1000	1000	0.01	0.99	1220	0.35	80	0.1	100	100	4037	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	1000	0.01	0.99	1220	0.35	80	0.1	100	100	4087	4200	4201	4202	4209	0.35	0.65
1500	10000	1000	1000	0.01	0.99	1450	0.35	80	0.1	1000	100	4014	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	1000	0.01	0.99	1450	0.35	80	0.1	1000	100	4064	4200	4201	4202	4209	0.35	0.65
1500	1000	10000	1000	0.01	0.99	1220	0.35	80	0.1	100	1000	4037	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	1000	0.01	0.99	1220	0.35	80	0.1	100	1000	4087	4200	4201	4202	4209	0.35	0.65
1500	10000	10000	1000	0.01	0.99	1450	0.35	80	0.1	1000	1000	4014	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	1000	0.01	0.99	1450	0.35	80	0.1	1000	1000	4064	4200	4201	4202	4209	0.35	0.65
1500	1000	1000	10000	0.01	0.99	1220	0.35	80	0.1	100	100	4037	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	10000	0.01	0.99	1220	0.35	80	0.1	100	100	4087	4200	4201	4202	4209	0.35	0.65
1500	10000	1000	10000	0.01	0.99	1450	0.35	80	0.1	1000	100	4014	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	10000	0.01	0.99	1450	0.35	80	0.1	1000	100	4064	4200	4201	4202	4209	0.35	0.65
1500	1000	10000	10000	0.01	0.99	1220	0.35	80	0.1	100	1000	4037	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	10000	0.01	0.99	1220	0.35	80	0.1	100	1000	4087	4200	4201	4202	4209	0.35	0.65
1500	10000	10000	10000	0.01	0.99	1450	0.35	80	0.1	1000	1000	4014	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	10000	0.01	0.99	1450	0.35	80	0.1	1000	1000	4064	4200	4201	4202	4209	0.35	0.65
500	1000	1000	1000	0.05	0.99	244	0.35	80	0.5	100	100	4035	4050	4051	4052	4059	0.35	0.65
1000	1000	1000	1000	0.05	0.99	244	0.35	80	0.5	100	100	4085	4100	4101	4102	4109	0.35	0.65
1500	1000	1000	1000	0.05	0.99	244	0.35	80	0.5	100	100	4135	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	1000	0.05	0.99	244	0.35	80	0.5	100	100	4185	4200	4201	4202	4209	0.35	0.65
500	10000	1000	1000	0.05	0.99	290	0.35	80	0.5	1000	100	4030	4050	4051	4052	4059	0.35	0.65
1000	10000	1000	1000	0.05	0.99	290	0.35	80	0.5	1000	100	4080	4100	4101	4102	4109	0.35	0.65
1500	10000	1000	1000	0.05	0.99	290	0.35	80	0.5	1000	100	4130	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	1000	0.05	0.99	290	0.35	80	0.5	1000	100	4180	4200	4201	4202	4209	0.35	0.65
500	1000	10000	1000	0.05	0.99	244	0.35	80	0.5	100	1000	4035	4050	4051	4052	4059	0.35	0.65
1000	1000	10000	1000	0.05	0.99	244	0.35	80	0.5	100	1000	4085	4100	4101	4102	4109	0.35	0.65
1500	1000	10000	1000	0.05	0.99	244	0.35	80	0.5	100	1000	4135	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	1000	0.05	0.99	244	0.35	80	0.5	100	1000	4185	4200	4201	4202	4209	0.35	0.65
500	10000	10000	1000	0.05	0.99	290	0.35	80	0.5	1000	1000	4030	4050	4051	4052	4059	0.35	0.65
1000	10000	10000	1000	0.05	0.99	290	0.35	80	0.5	1000	1000	4080	4100	4101	4102	4109	0.35	0.65
1500	10000	10000	1000	0.05	0.99	290	0.35	80	0.5	1000	1000	4130	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	1000	0.05	0.99	290	0.35	80	0.5	1000	1000	4180	4200	4201	4202	4209	0.35	0.65
500	1000	1000	10000	0.05	0.99	244	0.35	80	0.5	100	100	4035	4050	4051	4052	4059	0.35	0.65
1000	1000	1000	10000	0.05	0.99	244	0.35	80	0.5	100	100	4085	4100	4101	4102	4109	0.35	0.65
1500	1000	1000	10000	0.05	0.99	244	0.35	80	0.5	100	100	4135	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	10000	0.05	0.99	244	0.35	80	0.5	100	100	4185	4200	4201	4202	4209	0.35	0.65
500	10000	1000	10000	0.05	0.99	290	0.35	80	0.5	1000	100	4030	4050	4051	4052	4059	0.35	0.65
1000	10000	1000	10000	0.05	0.99	290	0.35	80	0.5	1000	100	4080	4100	4101	4102	4109	0.35	0.65
1500	10000	1000	10000	0.05	0.99	290	0.35	80	0.5	1000	100	4130	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	10000	0.05	0.99	290	0.35	80	0.5	1000	100	4180	4200	4201	4202	4209	0.35	0.65
500	1000	10000	10000	0.05	0.99	244	0.35	80	0.5	100	1000	4035	4050	4051	4052	4059	0.35	0.65
1000	1000	10000	10000	0.05	0.99	244	0.35	80	0.5	100	1000	4085	4100	4101	4102	4109	0.35	0.65
1500	1000	10000	10000	0.05	0.99	244	0.35	80	0.5	100	1000	4135	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	10000	0.05	0.99	244	0.35	80	0.5	100	1000	4185	4200	4201	4202	4209	0.35	0.65
500	10000	10000	10000	0.05	0.99	290	0.35	80	0.5	1000	1000	4030	4050	4051	4052	4059	0.35	0.65
1000	10000	10000	10000	0.05	0.99	290	0.35	80	0.5	1000	1000	4080	4100	4101	4102	4109	0.35	0.65
1500	10000	10000	10000	0.05	0.99	290	0.35	80	0.5	1000	1000	4130	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	10000	0.05	0.99	290	0.35	80	0.5	1000	1000	4180	4200	4201	4202	4209	0.35	0.65
500	1000	1000	1000	0.1	0.99	122	0.35	80	1	100	100	4047	4050	4051	4052	4059	0.35	0.65
1000	1000	1000	1000	0.1	0.99	122	0.35	80	1	100	100	4097	4100	4101	4102	4109	0.35	0.65
1500	1000	1000	1000	0.1	0.99	122	0.35	80	1	100	100	4147	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	1000	0.1	0.99	122	0.35	80	1	100	100	4197	4200	4201	4202	4209	0.35	0.65
500	10000	1000	1000	0.1	0.99	145	0.35	80	1	1000	100	4044	4050	4051	4052	4059	0.35	0.65
1000	10000	1000	1000	0.1	0.99	145	0.35	80	1	1000	100	4094	4100	4101	4102	4109	0.35	0.65
1500	10000	1000	1000	0.1	0.99	145	0.35	80	1	1000	100	4144	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	1000	0.1	0.99	145	0.35	80	1	1000	100	4194	4200	4201	4202	4209	0.35	0.65
500	1000	10000	1000	0.1	0.99	122	0.35	80	1	100	1000	4047	4050	4051	4052	4059	0.35	0.65
1000	1000	10000	1000	0.1	0.99	122	0.35	80	1	100	1000	4097	4100	4101	4102	4109	0.35	0.65
1500	1000	10000	1000	0.1	0.99	122	0.35	80	1	100	1000	4147	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	1000	0.1	0.99	122	0.35	80	1	100	1000	4197	4200	4201	4202	4209	0.35	0.65
500	10000	10000	1000	0.1	0.99	145	0.35	80	1	1000	1000	4044	4050	4051	4052	4059	0.35	0.65
1000	10000	10000	1000	0.1	0.99	145	0.35	80	1	1000	1000	4094	4100	4101	4102	4109	0.35	0.65
1500	10000	10000	1000	0.1	0.99	145	0.35	80	1	1000	1000	4144	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	1000	0.1	0.99	145	0.35	80	1	1000	1000	4194	4200	4201	4202	4209	0.35	0.65
500	1000	1000	10000	0.1	0.99	122	0.35	80	1	100	100	4047	4050	4051	4052	4059	0.35	0.65
1000	1000	1000	10000	0.1	0.99	122	0.35	80	1	100	100	4097	4100	4101	4102	4109	0.35	0.65
1500	1000	1000	10000	0.1	0.99	122	0.35	80	1	100	100	4147	4150	4151	4152	4159	0.35	0.65
2000	1000	1000	10000	0.1	0.99	122	0.35	80	1	100	100	4197	4200	4201	4202	4209	0.35	0.65
500	10000	1000	10000	0.1	0.99	145	0.35	80	1	1000	100	4044	4050	4051	4052	4059	0.35	0.65
1000	10000	1000	10000	0.1	0.99	145	0.35	80	1	1000	100	4094	4100	4101	4102	4109	0.35	0.65
1500	10000	1000	10000	0.1	0.99	145	0.35	80	1	1000	100	4144	4150	4151	4152	4159	0.35	0.65
2000	10000	1000	10000	0.1	0.99	145	0.35	80	1	1000	100	4194	4200	4201	4202	4209	0.35	0.65
500	1000	10000	10000	0.1	0.99	122	0.35	80	1	100	1000	4047	4050	4051	4052	4059	0.35	0.65
1000	1000	10000	10000	0.1	0.99	122	0.35	80	1	100	1000	4097	4100	4101	4102	4109	0.35	0.65
1500	1000	10000	10000	0.1	0.99	122	0.35	80	1	100	1000	4147	4150	4151	4152	4159	0.35	0.65
2000	1000	10000	10000	0.1	0.99	122	0.35	80	1	100	1000	4197	4200	4201	4202	4209	0.35	0.65
500	10000	10000	10000	0.1	0.99	145	0.35	80	1	1000	1000	4044	4050	4051	4052	4059	0.35	0.65
1000	10000	10000	10000	0.1	0.99	145	0.35	80	1	1000	1000	4094	4100	4101	4102	4109	0.35	0.65
1500	10000	10000	10000	0.1	0.99	145	0.35	80	1	1000	1000	4144	4150	4151	4152	4159	0.35	0.65
2000	10000	10000	10000	0.1	0.99	145	0.35	80	1	1000	1000	4194	4200	4201	4202	4209	0.35	0.65
1000	1000	1000	1000	0.01	0.125	565	0.35	90	0.1	100	100	4053	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.01	0.125	565	0.35	90	0.1	100	100	4103	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.01	0.125	565	0.35	90	0.1	100	100	4153	4200	4201	4202	4210	0.35	0.65
1000	10000	1000	1000	0.01	0.125	796	0.35	90	0.1	1000	100	4030	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.01	0.125	796	0.35	90	0.1	1000	100	4080	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.01	0.125	796	0.35	90	0.1	1000	100	4130	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	1000	0.01	0.125	565	0.35	90	0.1	100	1000	4053	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.01	0.125	565	0.35	90	0.1	100	1000	4103	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.01	0.125	565	0.35	90	0.1	100	1000	4153	4200	4201	4202	4210	0.35	0.65
1000	10000	10000	1000	0.01	0.125	796	0.35	90	0.1	1000	1000	4030	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.01	0.125	796	0.35	90	0.1	1000	1000	4080	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.01	0.125	796	0.35	90	0.1	1000	1000	4130	4200	4201	4202	4210	0.35	0.65
1000	1000	1000	10000	0.01	0.125	565	0.35	90	0.1	100	100	4053	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.01	0.125	565	0.35	90	0.1	100	100	4103	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.01	0.125	565	0.35	90	0.1	100	100	4153	4200	4201	4202	4210	0.35	0.65
1000	10000	1000	10000	0.01	0.125	796	0.35	90	0.1	1000	100	4030	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.01	0.125	796	0.35	90	0.1	1000	100	4080	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.01	0.125	796	0.35	90	0.1	1000	100	4130	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	10000	0.01	0.125	565	0.35	90	0.1	100	1000	4053	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.01	0.125	565	0.35	90	0.1	100	1000	4103	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.01	0.125	565	0.35	90	0.1	100	1000	4153	4200	4201	4202	4210	0.35	0.65
1000	10000	10000	10000	0.01	0.125	796	0.35	90	0.1	1000	1000	4030	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.01	0.125	796	0.35	90	0.1	1000	1000	4080	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.01	0.125	796	0.35	90	0.1	1000	1000	4130	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.05	0.125	113	0.35	90	0.5	100	100	4049	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.05	0.125	113	0.35	90	0.5	100	100	4099	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.05	0.125	113	0.35	90	0.5	100	100	4149	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.05	0.125	113	0.35	90	0.5	100	100	4199	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.05	0.125	159	0.35	90	0.5	1000	100	4044	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.05	0.125	159	0.35	90	0.5	1000	100	4094	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.05	0.125	159	0.35	90	0.5	1000	100	4144	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.05	0.125	159	0.35	90	0.5	1000	100	4194	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.05	0.125	113	0.35	90	0.5	100	1000	4049	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.05	0.125	113	0.35	90	0.5	100	1000	4099	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.05	0.125	113	0.35	90	0.5	100	1000	4149	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.05	0.125	113	0.35	90	0.5	100	1000	4199	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.05	0.125	159	0.35	90	0.5	1000	1000	4044	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	1000	0.05	0.125	159	0.35	90	0.5	1000	1000	4094	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.05	0.125	159	0.35	90	0.5	1000	1000	4144	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.05	0.125	159	0.35	90	0.5	1000	1000	4194	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.05	0.125	113	0.35	90	0.5	100	100	4049	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.05	0.125	113	0.35	90	0.5	100	100	4099	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.05	0.125	113	0.35	90	0.5	100	100	4149	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.05	0.125	113	0.35	90	0.5	100	100	4199	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.05	0.125	159	0.35	90	0.5	1000	100	4044	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.05	0.125	159	0.35	90	0.5	1000	100	4094	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.05	0.125	159	0.35	90	0.5	1000	100	4144	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.05	0.125	159	0.35	90	0.5	1000	100	4194	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.05	0.125	113	0.35	90	0.5	100	1000	4049	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.05	0.125	113	0.35	90	0.5	100	1000	4099	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.05	0.125	113	0.35	90	0.5	100	1000	4149	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.05	0.125	113	0.35	90	0.5	100	1000	4199	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.05	0.125	159	0.35	90	0.5	1000	1000	4044	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.05	0.125	159	0.35	90	0.5	1000	1000	4094	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.05	0.125	159	0.35	90	0.5	1000	1000	4144	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.05	0.125	159	0.35	90	0.5	1000	1000	4194	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.1	0.125	57	0.35	90	1	100	100	4054	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.1	0.125	57	0.35	90	1	100	100	4104	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.1	0.125	57	0.35	90	1	100	100	4154	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.1	0.125	57	0.35	90	1	100	100	4204	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.1	0.125	80	0.35	90	1	1000	100	4052	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.1	0.125	80	0.35	90	1	1000	100	4102	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.1	0.125	80	0.35	90	1	1000	100	4152	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.1	0.125	80	0.35	90	1	1000	100	4202	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.1	0.125	57	0.35	90	1	100	1000	4054	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.1	0.125	57	0.35	90	1	100	1000	4104	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.1	0.125	57	0.35	90	1	100	1000	4154	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.1	0.125	57	0.35	90	1	100	1000	4204	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.1	0.125	80	0.35	90	1	1000	1000	4052	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	1000	0.1	0.125	80	0.35	90	1	1000	1000	4102	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.1	0.125	80	0.35	90	1	1000	1000	4152	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.1	0.125	80	0.35	90	1	1000	1000	4202	4200	4201	4202	4210	0.35	0.65
500	1000	1000	10000	0.1	0.125	57	0.35	90	1	100	100	4054	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	10000	0.1	0.125	57	0.35	90	1	100	100	4104	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.1	0.125	57	0.35	90	1	100	100	4154	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.1	0.125	57	0.35	90	1	100	100	4204	4200	4201	4202	4210	0.35	0.65
500	10000	1000	10000	0.1	0.125	80	0.35	90	1	1000	100	4052	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	10000	0.1	0.125	80	0.35	90	1	1000	100	4102	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.1	0.125	80	0.35	90	1	1000	100	4152	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.1	0.125	80	0.35	90	1	1000	100	4202	4200	4201	4202	4210	0.35	0.65
500	1000	10000	10000	0.1	0.125	57	0.35	90	1	100	1000	4054	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	10000	0.1	0.125	57	0.35	90	1	100	1000	4104	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.1	0.125	57	0.35	90	1	100	1000	4154	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.1	0.125	57	0.35	90	1	100	1000	4204	4200	4201	4202	4210	0.35	0.65
500	10000	10000	10000	0.1	0.125	80	0.35	90	1	1000	1000	4052	4050	4051	4052	4060	0.35	0.65
1000	10000	10000	10000	0.1	0.125	80	0.35	90	1	1000	1000	4102	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.1	0.125	80	0.35	90	1	1000	1000	4152	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.1	0.125	80	0.35	90	1	1000	1000	4202	4200	4201	4202	4210	0.35	0.65
1000	1000	1000	1000	0.01	0.25	650	0.35	90	0.1	100	100	4045	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.01	0.25	650	0.35	90	0.1	100	100	4095	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.01	0.25	650	0.35	90	0.1	100	100	4145	4200	4201	4202	4210	0.35	0.65
1000	10000	1000	1000	0.01	0.25	880	0.35	90	0.1	1000	100	4022	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.01	0.25	880	0.35	90	0.1	1000	100	4072	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.01	0.25	880	0.35	90	0.1	1000	100	4122	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	1000	0.01	0.25	650	0.35	90	0.1	100	1000	4045	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.01	0.25	650	0.35	90	0.1	100	1000	4095	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.01	0.25	650	0.35	90	0.1	100	1000	4145	4200	4201	4202	4210	0.35	0.65
1000	10000	10000	1000	0.01	0.25	880	0.35	90	0.1	1000	1000	4022	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	1000	0.01	0.25	880	0.35	90	0.1	1000	1000	4072	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	1000	0.01	0.25	880	0.35	90	0.1	1000	1000	4122	4200	4201	4202	4210	0.35	0.65
1000	1000	1000	10000	0.01	0.25	650	0.35	90	0.1	100	100	4045	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	10000	0.01	0.25	650	0.35	90	0.1	100	100	4095	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	10000	0.01	0.25	650	0.35	90	0.1	100	100	4145	4200	4201	4202	4210	0.35	0.65
1000	10000	1000	10000	0.01	0.25	880	0.35	90	0.1	1000	100	4022	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	10000	0.01	0.25	880	0.35	90	0.1	1000	100	4072	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	10000	0.01	0.25	880	0.35	90	0.1	1000	100	4122	4200	4201	4202	4210	0.35	0.65
1000	1000	10000	10000	0.01	0.25	650	0.35	90	0.1	100	1000	4045	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	10000	0.01	0.25	650	0.35	90	0.1	100	1000	4095	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	10000	0.01	0.25	650	0.35	90	0.1	100	1000	4145	4200	4201	4202	4210	0.35	0.65
1000	10000	10000	10000	0.01	0.25	880	0.35	90	0.1	1000	1000	4022	4100	4101	4102	4110	0.35	0.65
1500	10000	10000	10000	0.01	0.25	880	0.35	90	0.1	1000	1000	4072	4150	4151	4152	4160	0.35	0.65
2000	10000	10000	10000	0.01	0.25	880	0.35	90	0.1	1000	1000	4122	4200	4201	4202	4210	0.35	0.65
500	1000	1000	1000	0.05	0.25	130	0.35	90	0.5	100	100	4047	4050	4051	4052	4060	0.35	0.65
1000	1000	1000	1000	0.05	0.25	130	0.35	90	0.5	100	100	4097	4100	4101	4102	4110	0.35	0.65
1500	1000	1000	1000	0.05	0.25	130	0.35	90	0.5	100	100	4147	4150	4151	4152	4160	0.35	0.65
2000	1000	1000	1000	0.05	0.25	130	0.35	90	0.5	100	100	4197	4200	4201	4202	4210	0.35	0.65
500	10000	1000	1000	0.05	0.25	176	0.35	90	0.5	1000	100	4042	4050	4051	4052	4060	0.35	0.65
1000	10000	1000	1000	0.05	0.25	176	0.35	90	0.5	1000	100	4092	4100	4101	4102	4110	0.35	0.65
1500	10000	1000	1000	0.05	0.25	176	0.35	90	0.5	1000	100	4142	4150	4151	4152	4160	0.35	0.65
2000	10000	1000	1000	0.05	0.25	176	0.35	90	0.5	1000	100	4192	4200	4201	4202	4210	0.35	0.65
500	1000	10000	1000	0.05	0.25	130	0.35	90	0.5	100	1000	4047	4050	4051	4052	4060	0.35	0.65
1000	1000	10000	1000	0.05	0.25	130	0.35	90	0.5	100	1000	4097	4100	4101	4102	4110	0.35	0.65
1500	1000	10000	1000	0.05	0.25	130	0.35	90	0.5	100	1000	4147	4150	4151	4152	4160	0.35	0.65
2000	1000	10000	1000	0.05	0.25	130	0.35	90	0.5	100	1000	4197	4200	4201	4202	4210	0.35	0.65
500	10000	10000	1000	0.05	0.25	176	0.35	90	0.5	1000	1000	4042	4050	4051	4052	4060	0.35	0.65
